ano,nivel,territorio,territorio_codigo,categoria,subcategoria,classe,preco,unidade
2012,Municipio,Terra,,Arenosa,Inaproveitáveis,,740.0,R$/ha
2013,Municipio,Terra,,Arenosa,Inaproveitáveis,,2000.0,R$/ha
2014,Municipio,Terra,,Arenosa,Inaproveitáveis,,1328.0,R$/ha
2015,Municipio,Terra,,Arenosa,Inaproveitáveis,,1340.0,R$/ha
2007,Municipio,Tijucas do Sul,,Mista,Mecanizada,,4165.0,R$/ha
2008,Municipio,Tijucas do Sul,,Mista,Mecanizada,,6248.0,R$/ha
2009,Municipio,Tijucas do Sul,,Mista,Mecanizada,,6872.0,R$/ha
2010,Municipio,Tijucas do Sul,,Mista,Mecanizada,,8246.0,R$/ha
2011,Municipio,Tijucas do Sul,,Mista,Mecanizada,,9895.0,R$/ha
2012,Municipio,Tijucas do Sul,,Mista,Mecanizada,,10984.0,R$/ha
2013,Municipio,Tijucas do Sul,,Mista,Mecanizada,,12590.0,R$/ha
2014,Municipio,Tijucas do Sul,,Mista,Mecanizada,,12369.0,R$/ha
2015,Municipio,Tijucas do Sul,,Mista,Mecanizada,,19760.0,R$/ha
2007,Municipio,Tijucas do Sul,,Mista,Mecanizável,,3195.0,R$/ha
2008,Municipio,Tijucas do Sul,,Mista,Mecanizável,,4716.0,R$/ha
2009,Municipio,Tijucas do Sul,,Mista,Mecanizável,,5187.0,R$/ha
2010,Municipio,Tijucas do Sul,,Mista,Mecanizável,,6224.0,R$/ha
2011,Municipio,Tijucas do Sul,,Mista,Mecanizável,,7469.0,R$/ha
2012,Municipio,Tijucas do Sul,,Mista,Mecanizável,,8291.0,R$/ha
2013,Municipio,Tijucas do Sul,,Mista,Mecanizável,,9050.0,R$/ha
2014,Municipio,Tijucas do Sul,,Mista,Mecanizável,,9895.0,R$/ha
2015,Municipio,Tijucas do Sul,,Mista,Mecanizável,,14000.0,R$/ha
2007,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,1300.0,R$/ha
2008,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,1950.0,R$/ha
2009,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,2145.0,R$/ha
2010,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,2574.0,R$/ha
2011,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,3089.0,R$/ha
2012,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,3429.0,R$/ha
2013,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,3780.0,R$/ha
2014,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,4205.0,R$/ha
2015,Municipio,Tijucas do Sul,,Mista,Não Mecanizável,,5430.0,R$/ha
2007,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,410.0,R$/ha
2008,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,615.0,R$/ha
2009,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,677.0,R$/ha
2010,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,811.0,R$/ha
2011,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,973.0,R$/ha
2012,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,1080.0,R$/ha
2013,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,1190.0,R$/ha
2014,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,2721.0,R$/ha
2015,Municipio,Tijucas do Sul,,Mista,Inaproveitáveis,,1780.0,R$/ha
2007,Municipio,Toledo,,Roxa,Mecanizada,,12550.0,R$/ha
2008,Municipio,Toledo,,Roxa,Mecanizada,,14462.0,R$/ha
2009,Municipio,Toledo,,Roxa,Mecanizada,,14462.0,R$/ha
2010,Municipio,Toledo,,Roxa,Mecanizada,,22955.0,R$/ha
2011,Municipio,Toledo,,Roxa,Mecanizada,,25700.0,R$/ha
2012,Municipio,Toledo,,Roxa,Mecanizada,,27600.0,R$/ha
2013,Municipio,Toledo,,Roxa,Mecanizada,,30000.0,R$/ha
2014,Municipio,Toledo,,Roxa,Mecanizada,,35000.0,R$/ha
2015,Municipio,Toledo,,Roxa,Mecanizada,,40000.0,R$/ha
2007,Municipio,Toledo,,Roxa,Não Mecanizável,,6198.0,R$/ha
2008,Municipio,Toledo,,Roxa,Não Mecanizável,,7438.0,R$/ha
2009,Municipio,Toledo,,Roxa,Não Mecanizável,,7438.0,R$/ha
2010,Municipio,Toledo,,Roxa,Não Mecanizável,,9174.0,R$/ha
2011,Municipio,Toledo,,Roxa,Não Mecanizável,,14600.0,R$/ha
2012,Municipio,Toledo,,Roxa,Não Mecanizável,,14600.0,R$/ha
2013,Municipio,Toledo,,Roxa,Não Mecanizável,,16800.0,R$/ha
2014,Municipio,Toledo,,Roxa,Não Mecanizável,,16800.0,R$/ha
2015,Municipio,Toledo,,Roxa,Não Mecanizável,,18600.0,R$/ha
2007,Municipio,Toledo,,Roxa,Inaproveitáveis,,4132.0,R$/ha
2008,Municipio,Toledo,,Roxa,Inaproveitáveis,,5371.0,R$/ha
2009,Municipio,Toledo,,Roxa,Inaproveitáveis,,5371.0,R$/ha
2010,Municipio,Toledo,,Roxa,Inaproveitáveis,,9174.0,R$/ha
2011,Municipio,Toledo,,Roxa,Inaproveitáveis,,14000.0,R$/ha
2012,Municipio,Toledo,,Roxa,Inaproveitáveis,,14000.0,R$/ha
2013,Municipio,Toledo,,Roxa,Inaproveitáveis,,9709.0,R$/ha
2014,Municipio,Toledo,,Roxa,Inaproveitáveis,,9709.0,R$/ha
2015,Municipio,Toledo,,Roxa,Inaproveitáveis,,7800.0,R$/ha
2007,Municipio,Tomazina,,Mista,Mecanizada,,6983.0,R$/ha
2008,Municipio,Tomazina,,Mista,Mecanizada,,6983.0,R$/ha
2009,Municipio,Tomazina,,Mista,Mecanizada,,8182.0,R$/ha
2010,Municipio,Tomazina,,Mista,Mecanizada,,8182.0,R$/ha
2011,Municipio,Tomazina,,Mista,Mecanizada,,8884.0,R$/ha
2012,Municipio,Tomazina,,Mista,Mecanizada,,10331.0,R$/ha
2013,Municipio,Tomazina,,Mista,Mecanizada,,12521.0,R$/ha
2014,Municipio,Tomazina,,Mista,Mecanizada,,13637.0,R$/ha
2015,Municipio,Tomazina,,Mista,Mecanizada,,20330.0,R$/ha
2007,Municipio,Tomazina,,Mista,Não Mecanizável,,3802.0,R$/ha
2008,Municipio,Tomazina,,Mista,Não Mecanizável,,3802.0,R$/ha
2009,Municipio,Tomazina,,Mista,Não Mecanizável,,3802.0,R$/ha
2010,Municipio,Tomazina,,Mista,Não Mecanizável,,3802.0,R$/ha
2011,Municipio,Tomazina,,Mista,Não Mecanizável,,3801.0,R$/ha
2012,Municipio,Tomazina,,Mista,Não Mecanizável,,4410.0,R$/ha
2013,Municipio,Tomazina,,Mista,Não Mecanizável,,5696.0,R$/ha
2014,Municipio,Tomazina,,Mista,Não Mecanizável,,5715.0,R$/ha
2015,Municipio,Tomazina,,Mista,Não Mecanizável,,9330.0,R$/ha
2007,Municipio,Tomazina,,Mista,Inaproveitáveis,,1071.0,R$/ha
2008,Municipio,Tomazina,,Mista,Inaproveitáveis,,1071.0,R$/ha
2009,Municipio,Tomazina,,Mista,Inaproveitáveis,,1071.0,R$/ha
2010,Municipio,Tomazina,,Mista,Inaproveitáveis,,1071.0,R$/ha
2011,Municipio,Tomazina,,Mista,Inaproveitáveis,,1071.0,R$/ha
2012,Municipio,Tomazina,,Mista,Inaproveitáveis,,1141.0,R$/ha
2013,Municipio,Tomazina,,Mista,Inaproveitáveis,,1369.0,R$/ha
2014,Municipio,Tomazina,,Mista,Inaproveitáveis,,1294.0,R$/ha
2015,Municipio,Tomazina,,Mista,Inaproveitáveis,,2050.0,R$/ha
2007,Municipio,Tomazina,,Mista,Mecanizada,,11157.0,R$/ha
2008,Municipio,Tomazina,,Mista,Mecanizada,,17768.0,R$/ha
2009,Municipio,Tomazina,,Mista,Mecanizada,,15990.0,R$/ha
2010,Municipio,Tomazina,,Mista,Mecanizada,,15355.0,R$/ha
2011,Municipio,Tomazina,,Mista,Mecanizada,,16900.0,R$/ha
2012,Municipio,Tomazina,,Mista,Mecanizada,,18595.0,R$/ha
2013,Municipio,Tomazina,,Mista,Mecanizada,,21487.0,R$/ha
2014,Municipio,Tomazina,,Mista,Mecanizada,,25205.0,R$/ha
2015,Municipio,Tomazina,,Mista,Mecanizada,,25205.0,R$/ha
2007,Municipio,Tomazina,,Mista,Mecanizável,,8925.0,R$/ha
2008,Municipio,Tomazina,,Mista,Mecanizável,,14214.0,R$/ha
2009,Municipio,Tomazina,,Mista,Mecanizável,,12800.0,R$/ha
2010,Municipio,Tomazina,,Mista,Mecanizável,,10702.0,R$/ha
2011,Municipio,Tomazina,,Mista,Mecanizável,,20000.0,R$/ha
2012,Municipio,Tomazina,,Mista,Mecanizável,,20000.0,R$/ha
2013,Municipio,Tomazina,,Mista,Mecanizável,,26208.0,R$/ha
2007,Municipio,Tomazina,,Mista,Não Mecanizável,,3719.0,R$/ha
2008,Municipio,Tomazina,,Mista,Não Mecanizável,,6219.0,R$/ha
2009,Municipio,Tomazina,,Mista,Não Mecanizável,,5500.0,R$/ha
2010,Municipio,Tomazina,,Mista,Não Mecanizável,,5300.0,R$/ha
2011,Municipio,Tomazina,,Mista,Não Mecanizável,,6800.0,R$/ha
2012,Municipio,Tomazina,,Mista,Não Mecanizável,,6800.0,R$/ha
2013,Municipio,Tomazina,,Mista,Não Mecanizável,,9297.0,R$/ha
2014,Municipio,Tomazina,,Mista,Não Mecanizável,,9297.0,R$/ha
2015,Municipio,Tomazina,,Mista,Não Mecanizável,,9297.0,R$/ha
2007,Municipio,Tomazina,,Mista,Inaproveitáveis,,3719.0,R$/ha
2008,Municipio,Tomazina,,Mista,Inaproveitáveis,,6219.0,R$/ha
2009,Municipio,Tomazina,,Mista,Inaproveitáveis,,5500.0,R$/ha
2010,Municipio,Tomazina,,Mista,Inaproveitáveis,,5300.0,R$/ha
2011,Municipio,Tomazina,,Mista,Inaproveitáveis,,5300.0,R$/ha
2012,Municipio,Tomazina,,Mista,Inaproveitáveis,,5300.0,R$/ha
2013,Municipio,Tomazina,,Mista,Inaproveitáveis,,5300.0,R$/ha
2014,Municipio,Tomazina,,Mista,Inaproveitáveis,,5600.0,R$/ha
2015,Municipio,Tomazina,,Mista,Inaproveitáveis,,5040.0,R$/ha
2007,Municipio,Tunas do Paraná,,Mista,Mecanizada,,975.0,R$/ha
2008,Municipio,Tunas do Paraná,,Mista,Mecanizada,,2050.0,R$/ha
2009,Municipio,Tunas do Paraná,,Mista,Mecanizada,,2317.0,R$/ha
2010,Municipio,Tunas do Paraná,,Mista,Mecanizada,,2686.0,R$/ha
2011,Municipio,Tunas do Paraná,,Mista,Mecanizada,,2780.0,R$/ha
2012,Municipio,Tunas do Paraná,,Mista,Mecanizada,,3099.0,R$/ha
2013,Municipio,Tunas do Paraná,,Mista,Mecanizada,,3802.0,R$/ha
2014,Municipio,Tunas do Paraná,,Mista,Mecanizada,,4726.0,R$/ha
2015,Municipio,Tunas do Paraná,,Mista,Mecanizada,,6612.0,R$/ha
2007,Municipio,Tunas do Paraná,,Mista,Mecanizável,,975.0,R$/ha
2008,Municipio,Tunas do Paraná,,Mista,Mecanizável,,1570.0,R$/ha
2009,Municipio,Tunas do Paraná,,Mista,Mecanizável,,1853.0,R$/ha
2010,Municipio,Tunas do Paraná,,Mista,Mecanizável,,2149.0,R$/ha
2011,Municipio,Tunas do Paraná,,Mista,Mecanizável,,2224.0,R$/ha
2012,Municipio,Tunas do Paraná,,Mista,Mecanizável,,2500.0,R$/ha
2013,Municipio,Tunas do Paraná,,Mista,Mecanizável,,2975.0,R$/ha
2014,Municipio,Tunas do Paraná,,Mista,Mecanizável,,3781.0,R$/ha
2015,Municipio,Tunas do Paraná,,Mista,Mecanizável,,5289.0,R$/ha
2007,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,347.0,R$/ha
2008,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,353.0,R$/ha
2009,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,413.0,R$/ha
2010,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,413.0,R$/ha
2011,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,475.0,R$/ha
2012,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,537.0,R$/ha
2013,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,1157.0,R$/ha
2014,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,1607.0,R$/ha
2015,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,2248.0,R$/ha
2007,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,52.0,R$/ha
2008,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,60.0,R$/ha
2009,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,69.0,R$/ha
2010,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,87.0,R$/ha
2011,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,80.0,R$/ha
2012,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,91.0,R$/ha
2013,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,661.0,R$/ha
2014,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,1040.0,R$/ha
2015,Municipio,Tunas do Paraná,,Mista,Inaproveitáveis,,1455.0,R$/ha
2007,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,8500.0,R$/ha
2008,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,11200.0,R$/ha
2009,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,12000.0,R$/ha
2010,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,12000.0,R$/ha
2011,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,12396.0,R$/ha
2012,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,15702.0,R$/ha
2013,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,20661.0,R$/ha
2014,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,24793.0,R$/ha
2015,Municipio,Tunas do Paraná,,Roxa,Mecanizada,,24793.0,R$/ha
2007,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,7500.0,R$/ha
2008,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,9200.0,R$/ha
2009,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,9200.0,R$/ha
2010,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,9200.0,R$/ha
2011,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,9200.0,R$/ha
2012,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,10331.0,R$/ha
2013,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,14050.0,R$/ha
2014,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,16860.0,R$/ha
2015,Municipio,Tunas do Paraná,,Roxa,Mecanizável,,16860.0,R$/ha
2007,Municipio,Tunas do Paraná,,Roxa,Não Mecanizável,,5000.0,R$/ha
2008,Municipio,Tunas do Paraná,,Roxa,Não Mecanizável,,5000.0,R$/ha
2009,Municipio,Tunas do Paraná,,Roxa,Não Mecanizável,,5000.0,R$/ha
2010,Municipio,Tunas do Paraná,,Roxa,Não Mecanizável,,5000.0,R$/ha
2011,Municipio,Tunas do Paraná,,Roxa,Não Mecanizável,,5579.0,R$/ha
2012,Municipio,Tunas do Paraná,,Roxa,Não Mecanizável,,7851.0,R$/ha
2013,Municipio,Tunas do Paraná,,Roxa,Não Mecanizável,,9421.0,R$/ha
2014,Municipio,Tunas do Paraná,,Roxa,Não Mecanizável,,9421.0,R$/ha
2007,Municipio,Tunas do Paraná,,Roxa,Inaproveitáveis,,3720.0,R$/ha
2008,Municipio,Tunas do Paraná,,Roxa,Inaproveitáveis,,10000.0,R$/ha
2007,Municipio,Tunas do Paraná,,Mista,Mecanizada,,8000.0,R$/ha
2008,Municipio,Tunas do Paraná,,Mista,Mecanizada,,9000.0,R$/ha
2009,Municipio,Tunas do Paraná,,Mista,Mecanizada,,10500.0,R$/ha
2010,Municipio,Tunas do Paraná,,Mista,Mecanizada,,10330.0,R$/ha
2011,Municipio,Tunas do Paraná,,Mista,Mecanizada,,10330.0,R$/ha
2012,Municipio,Tunas do Paraná,,Mista,Mecanizada,,14463.0,R$/ha
2013,Municipio,Tunas do Paraná,,Mista,Mecanizada,,16529.0,R$/ha
2014,Municipio,Tunas do Paraná,,Mista,Mecanizada,,16860.0,R$/ha
2015,Municipio,Tunas do Paraná,,Mista,Mecanizada,,18595.0,R$/ha
2007,Municipio,Tunas do Paraná,,Mista,Mecanizável,,7000.0,R$/ha
2008,Municipio,Tunas do Paraná,,Mista,Mecanizável,,7000.0,R$/ha
2009,Municipio,Tunas do Paraná,,Mista,Mecanizável,,7000.0,R$/ha
2010,Municipio,Tunas do Paraná,,Mista,Mecanizável,,7000.0,R$/ha
2011,Municipio,Tunas do Paraná,,Mista,Mecanizável,,7000.0,R$/ha
2012,Municipio,Tunas do Paraná,,Mista,Mecanizável,,10331.0,R$/ha
2013,Municipio,Tunas do Paraná,,Mista,Mecanizável,,12719.0,R$/ha
2014,Municipio,Tunas do Paraná,,Mista,Mecanizável,,14876.0,R$/ha
2015,Municipio,Tunas do Paraná,,Mista,Mecanizável,,14876.0,R$/ha
2007,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,6000.0,R$/ha
2008,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,6000.0,R$/ha
2009,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,6000.0,R$/ha
2010,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,6000.0,R$/ha
2011,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,6612.0,R$/ha
2012,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,7438.0,R$/ha
2013,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,8368.0,R$/ha
2014,Municipio,Tunas do Paraná,,Mista,Não Mecanizável,,8368.0,R$/ha
2007,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,6600.0,R$/ha
2008,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,7400.0,R$/ha
2009,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,8200.0,R$/ha
2010,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,8246.0,R$/ha
2011,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,8246.0,R$/ha
2012,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,12397.0,R$/ha
2013,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,15702.0,R$/ha
2014,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,17769.0,R$/ha
2015,Municipio,Tunas do Paraná,,Arenosa,Mecanizada,,17769.0,R$/ha
2007,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,5600.0,R$/ha
2008,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,6400.0,R$/ha
2009,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,6000.0,R$/ha
2010,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,6000.0,R$/ha
2011,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,6000.0,R$/ha
2012,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,6612.0,R$/ha
2013,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,12719.0,R$/ha
2014,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,14215.0,R$/ha
2015,Municipio,Tunas do Paraná,,Arenosa,Mecanizável,,14215.0,R$/ha
2007,Municipio,Tunas do Paraná,,Arenosa,Não Mecanizável,,5000.0,R$/ha
2008,Municipio,Tunas do Paraná,,Arenosa,Não Mecanizável,,5000.0,R$/ha
2009,Municipio,Tunas do Paraná,,Arenosa,Não Mecanizável,,5000.0,R$/ha
2010,Municipio,Tunas do Paraná,,Arenosa,Não Mecanizável,,5000.0,R$/ha
2011,Municipio,Tunas do Paraná,,Arenosa,Não Mecanizável,,9198.0,R$/ha
2012,Municipio,Tunas do Paraná,,Arenosa,Não Mecanizável,,7380.0,R$/ha
2013,Municipio,Tunas do Paraná,,Arenosa,Não Mecanizável,,8351.0,R$/ha
2014,Municipio,Tunas do Paraná,,Arenosa,Não Mecanizável,,8351.0,R$/ha
2007,Municipio,Tupãssi,,Roxa,Mecanizada,,14000.0,R$/ha
2008,Municipio,Tupãssi,,Roxa,Mecanizada,,15703.0,R$/ha
2009,Municipio,Tupãssi,,Roxa,Mecanizada,,15703.0,R$/ha
2010,Municipio,Tupãssi,,Roxa,Mecanizada,,22273.0,R$/ha
2011,Municipio,Tupãssi,,Roxa,Mecanizada,,24055.0,R$/ha
2012,Municipio,Tupãssi,,Roxa,Mecanizada,,24173.0,R$/ha
2013,Municipio,Tupãssi,,Roxa,Mecanizada,,27300.0,R$/ha
2014,Municipio,Tupãssi,,Roxa,Mecanizada,,34000.0,R$/ha
2015,Municipio,Tupãssi,,Roxa,Mecanizada,,38500.0,R$/ha
2007,Municipio,Tupãssi,,Roxa,Mecanizável,,12000.0,R$/ha
2008,Municipio,Tupãssi,,Roxa,Mecanizável,,13320.0,R$/ha
2009,Municipio,Tupãssi,,Roxa,Mecanizável,,13320.0,R$/ha
2010,Municipio,Tupãssi,,Roxa,Mecanizável,,19330.0,R$/ha
2011,Municipio,Tupãssi,,Roxa,Mecanizável,,20875.0,R$/ha
2012,Municipio,Tupãssi,,Roxa,Mecanizável,,20100.0,R$/ha
2013,Municipio,Tupãssi,,Roxa,Mecanizável,,22770.0,R$/ha
2014,Municipio,Tupãssi,,Roxa,Mecanizável,,27800.0,R$/ha
2015,Municipio,Tupãssi,,Roxa,Mecanizável,,32000.0,R$/ha
2007,Municipio,Tupãssi,,Roxa,Não Mecanizável,,9958.0,R$/ha
2008,Municipio,Tupãssi,,Roxa,Não Mecanizável,,11054.0,R$/ha
2009,Municipio,Tupãssi,,Roxa,Não Mecanizável,,11054.0,R$/ha
2010,Municipio,Tupãssi,,Roxa,Não Mecanizável,,9214.0,R$/ha
2011,Municipio,Tupãssi,,Roxa,Não Mecanizável,,9952.0,R$/ha
2012,Municipio,Tupãssi,,Roxa,Não Mecanizável,,10900.0,R$/ha
2013,Municipio,Tupãssi,,Roxa,Não Mecanizável,,14000.0,R$/ha
2014,Municipio,Tupãssi,,Roxa,Não Mecanizável,,16900.0,R$/ha
2015,Municipio,Tupãssi,,Roxa,Não Mecanizável,,18200.0,R$/ha
2007,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,7438.0,R$/ha
2008,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,8257.0,R$/ha
2009,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,8257.0,R$/ha
2010,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,8446.0,R$/ha
2011,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,9121.0,R$/ha
2012,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,10900.0,R$/ha
2013,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,6473.0,R$/ha
2014,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,6600.0,R$/ha
2015,Municipio,Tupãssi,,Roxa,Inaproveitáveis,,7500.0,R$/ha
2007,Municipio,Turvo,,Mista,Mecanizada,,7500.0,R$/ha
2008,Municipio,Turvo,,Mista,Mecanizada,,9500.0,R$/ha
2009,Municipio,Turvo,,Mista,Mecanizada,,10300.0,R$/ha
2010,Municipio,Turvo,,Mista,Mecanizada,,11500.0,R$/ha
2011,Municipio,Turvo,,Mista,Mecanizada,,13900.0,R$/ha
2012,Municipio,Turvo,,Mista,Mecanizada,,15500.0,R$/ha
2013,Municipio,Turvo,,Mista,Mecanizada,,18500.0,R$/ha
2014,Municipio,Turvo,,Mista,Mecanizada,,20400.0,R$/ha
2015,Municipio,Turvo,,Mista,Mecanizada,,20600.0,R$/ha
2007,Municipio,Turvo,,Mista,Mecanizável,,4500.0,R$/ha
2008,Municipio,Turvo,,Mista,Mecanizável,,5800.0,R$/ha
2009,Municipio,Turvo,,Mista,Mecanizável,,6200.0,R$/ha
2010,Municipio,Turvo,,Mista,Mecanizável,,6600.0,R$/ha
2011,Municipio,Turvo,,Mista,Mecanizável,,7900.0,R$/ha
2012,Municipio,Turvo,,Mista,Mecanizável,,9700.0,R$/ha
2013,Municipio,Turvo,,Mista,Mecanizável,,11000.0,R$/ha
2014,Municipio,Turvo,,Mista,Mecanizável,,12800.0,R$/ha
2015,Municipio,Turvo,,Mista,Mecanizável,,13100.0,R$/ha
2007,Municipio,Turvo,,Mista,Não Mecanizável,,3200.0,R$/ha
2008,Municipio,Turvo,,Mista,Não Mecanizável,,3700.0,R$/ha
2009,Municipio,Turvo,,Mista,Não Mecanizável,,4150.0,R$/ha
2010,Municipio,Turvo,,Mista,Não Mecanizável,,4500.0,R$/ha
2011,Municipio,Turvo,,Mista,Não Mecanizável,,4900.0,R$/ha
2012,Municipio,Turvo,,Mista,Não Mecanizável,,6100.0,R$/ha
2013,Municipio,Turvo,,Mista,Não Mecanizável,,6500.0,R$/ha
2014,Municipio,Turvo,,Mista,Não Mecanizável,,8000.0,R$/ha
2015,Municipio,Turvo,,Mista,Não Mecanizável,,8200.0,R$/ha
2007,Municipio,Turvo,,Mista,Inaproveitáveis,,1000.0,R$/ha
2008,Municipio,Turvo,,Mista,Inaproveitáveis,,1300.0,R$/ha
2009,Municipio,Turvo,,Mista,Inaproveitáveis,,1850.0,R$/ha
2010,Municipio,Turvo,,Mista,Inaproveitáveis,,2050.0,R$/ha
2011,Municipio,Turvo,,Mista,Inaproveitáveis,,2200.0,R$/ha
2012,Municipio,Turvo,,Mista,Inaproveitáveis,,2700.0,R$/ha
2013,Municipio,Turvo,,Mista,Inaproveitáveis,,2800.0,R$/ha
2014,Municipio,Turvo,,Mista,Inaproveitáveis,,3100.0,R$/ha
2015,Municipio,Turvo,,Mista,Inaproveitáveis,,3000.0,R$/ha
2007,Municipio,Ubiratã,,Roxa,Mecanizada,,17727.0,R$/ha
2008,Municipio,Ubiratã,,Roxa,Mecanizada,,20661.0,R$/ha
2009,Municipio,Ubiratã,,Roxa,Mecanizada,,26800.0,R$/ha
2010,Municipio,Ubiratã,,Roxa,Mecanizada,,25600.0,R$/ha
2011,Municipio,Ubiratã,,Roxa,Mecanizada,,27107.0,R$/ha
2012,Municipio,Ubiratã,,Roxa,Mecanizada,,29752.0,R$/ha
2013,Municipio,Ubiratã,,Roxa,Mecanizada,,31250.0,R$/ha
2014,Municipio,Ubiratã,,Roxa,Mecanizada,,46520.0,R$/ha
2015,Municipio,Ubiratã,,Roxa,Mecanizada,,49000.0,R$/ha
2007,Municipio,Ubiratã,,Roxa,Mecanizável,,11674.0,R$/ha
2008,Municipio,Ubiratã,,Roxa,Mecanizável,,17355.0,R$/ha
2009,Municipio,Ubiratã,,Roxa,Mecanizável,,18768.0,R$/ha
2010,Municipio,Ubiratã,,Roxa,Mecanizável,,18070.0,R$/ha
2011,Municipio,Ubiratã,,Roxa,Mecanizável,,19834.0,R$/ha
2012,Municipio,Ubiratã,,Roxa,Mecanizável,,26776.0,R$/ha
2013,Municipio,Ubiratã,,Roxa,Mecanizável,,28000.0,R$/ha
2014,Municipio,Ubiratã,,Roxa,Mecanizável,,39542.0,R$/ha
2015,Municipio,Ubiratã,,Roxa,Mecanizável,,39200.0,R$/ha
2007,Municipio,Ubiratã,,Roxa,Não Mecanizável,,8141.0,R$/ha
2008,Municipio,Ubiratã,,Roxa,Não Mecanizável,,10744.0,R$/ha
2009,Municipio,Ubiratã,,Roxa,Não Mecanizável,,9039.0,R$/ha
